ID,Covey_Num,Band_Num,Sex,Age,BirdX,BirdY,DateTime,HuntDay,Treatment_Sp,Treatment,Treatment_Year,Step_Length,HW_Dist,SS_Dist
5,37,16-000093,M,J,397615,3646654,12/10/16 17:07,Quail,3W,3,0,75.80237463,40,13.06567287
5,37,16-000093,M,J,397550,3646615,12/10/16 17:37,Quail,3W,3,0,29.01723626,0,27.71647644
5,37,16-000093,M,J,397551,3646644,12/10/16 18:07,Quail,3W,3,0,NA,0,20.65864182
6,15,16-000352,M,J,400135,3650908,12/9/16 6:51,Rabbit,2E,2,0,43.9089968,50,18.4776516
6,15,16-000352,M,J,400113,3650870,12/9/16 7:21,Rabbit,2E,2,0,39.11521443,60,13.06567287
6,15,16-000352,M,J,400152,3650867,12/9/16 7:51,Rabbit,2E,2,0,201.8167486,20,0
6,15,16-000352,M,J,400271,3651030,12/9/16 8:21,Rabbit,2E,2,0,22.56102835,0,9.238825798
6,15,16-000352,M,J,400293,3651025,12/9/16 8:51,Rabbit,2E,2,0,84.85281374,0,36.95530319
6,15,16-000352,M,J,400305,3650941,12/9/16 9:21,Rabbit,2E,2,0,27.73084925,0,27.71647644
6,15,16-000352,M,J,400317,3650966,12/9/16 9:51,Rabbit,2E,2,0,73.8241153,0,27.71647644
6,15,16-000352,M,J,400244,3650955,12/9/16 10:21,Rabbit,2E,2,0,94.57801013,0,9.238825798
6,15,16-000352,M,J,400296,3650876,12/9/16 10:51,Rabbit,2E,2,0,49.72926704,0,0
6,15,16-000352,M,J,400248,3650889,12/9/16 11:21,Rabbit,2E,2,0,63.28506933,0,13.06567287
6,15,16-000352,M,J,400302,3650856,12/9/16 11:51,Rabbit,2E,2,0,50.24937811,0,9.238825798
6,15,16-000352,M,J,400259,3650882,12/9/16 12:21,Rabbit,2E,2,0,59.50630219,0,9.238825798
6,15,16-000352,M,J,400313,3650857,12/9/16 12:51,Rabbit,2E,2,0,118.3596215,0,18.4776516
6,15,16-000352,M,J,400285,3650972,12/9/16 13:21,Rabbit,2E,2,0,99.2018145,0,20.65864182
6,15,16-000352,M,J,400310,3650876,12/9/16 13:51,Rabbit,2E,2,0,80.8084154,0,18.4776516
6,15,16-000352,M,J,400231,3650893,12/9/16 14:21,Rabbit,2E,2,0,114.5469336,0,18.4776516
6,15,16-000352,M,J,400326,3650829,12/9/16 14:51,Quail,2E,2,0,94.04786016,0,13.06567287
6,15,16-000352,M,J,400232,3650832,12/9/16 15:21,Quail,2E,2,0,105.5130324,0,0
6,15,16-000352,M,J,400334,3650859,12/9/16 15:51,Quail,2E,2,0,123.6284757,0,26.13134575
6,15,16-000352,M,J,400212,3650839,12/9/16 16:21,Quail,2E,2,0,120.3370267,0,9.238825798
6,15,16-000352,M,J,400332,3650848,12/9/16 16:51,Quail,2E,2,0,98.12746812,0,18.4776516
6,15,16-000352,M,J,400234,3650853,12/9/16 17:21,Quail,2E,2,0,100.124922,0,0
6,15,16-000352,M,J,400334,3650858,12/9/16 17:51,Quail,2E,2,0,32.64965543,0,20.65864182
6,15,16-000352,M,J,400313,3650883,12/9/16 18:06,Quail,2E,2,0,NA,0,18.4776516
